#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18885
#Date Time: 2016-12-13 22:31::46.799

Time (s),Channel 1 (V),Channel 2 (V)
-0.0050000000000000001,2.8215480739780001,2.4439033112831452
-0.0049987499999999997,2.8225552135046579,2.4439033112831452
-0.0049975000000000002,2.8249052057335264,2.4452443534310269
-0.0049962499999999998,2.8265837716112898,2.4449090928940564
-0.0049950000000000003,2.8285980506646045,2.4459148745049677
-0.0049937499999999999,2.8282623374890528,2.4469206561158794
-0.0049925000000000004,2.8319551824201299,2.4469206561158794
-0.00499125,2.8329623219467894,2.4469206561158794
-0.0049899999999999996,2.8349766010001063,2.4472559166528502
-0.0049887500000000001,2.8369908800534214,2.4485969588007315
-0.0049874999999999997,2.8383337327556317,2.4479264377267906
-0.0049862500000000002,2.8390051591067369,2.4489322193377019
-0.0049849999999999998,2.8430337172133688,2.4489322193377019
-0.0049837500000000003,2.8437051435644736,2.4509437825595235
-0.0049824999999999999,2.845383709442237,2.4496027404116427
-0.0049812499999999996,2.847733701671106,2.450273261485584
-0.0049800000000000001,2.8484051280222107,2.4509437825595244
-0.0049787499999999997,2.8497479807244224,2.4509437825595248
-0.0049775000000000002,2.8514265466021844,2.4519495641704356
-0.0049762499999999998,2.8534408256555004,2.4536258668552877
-0.0049750000000000003,2.8544479651821582,2.4526200852443765
-0.0049737499999999999,2.8567979574110267,2.4526200852443765
-0.0049725000000000004,2.857805096937684,2.4539611273922577
-0.00497125,2.8604908023421056,2.4536258668552877
-0.0049699999999999996,2.8625050813954216,2.4553021695401394
-0.0049687500000000001,2.8628407945709742,2.4542963879292286
-0.0049674999999999997,2.8655264999753962,2.4559726906140806
-0.0049662500000000002,2.8672050658531583,2.4559726906140806
-0.0049649999999999998,2.8692193449064742,2.4559726906140806
-0.0049637500000000003,2.8708979107842376,2.4569784722249919
-0.0049624999999999999,2.8712336239597898,2.4573137327619623
-0.0049612500000000004,2.8735836161886574,2.4576489932989327
-0.00496,2.8755978952419743,2.458654774909844
-0.0049587499999999996,2.8755978952419761,2.458319514372874
-0.0049575000000000001,2.8792907401730532,2.4589900354468144
-0.0049562499999999997,2.8799621665241584,2.4596605565207552
-0.0049550000000000002,2.880297879699711,2.460331077594696
-0.0049537499999999998,2.8843264378063429,2.4599958170577256
-0.0049525000000000003,2.8846621509818955,2.4599958170577256
-0.0049512499999999999,2.8856692905085533,2.462342640816519
-0.0049500000000000004,2.8890264222640782,2.4606663381316674
-0.00494875,2.8890264222640796,2.462342640816519
-0.0049474999999999996,2.8920478408440533,2.4626779013534894
-0.0049462500000000001,2.8923835540196059,2.462342640816519
-0.0049449999999999997,2.8937264067218167,2.4640189435013711
-0.0049437500000000002,2.8977549648284482,2.4633484224274302
-0.0049424999999999998,2.8977549648284482,2.4650247251122823
-0.0049412500000000003,2.8987621043551055,2.4633484224274311
-0.0049399999999999999,2.9004406702328693,2.4656952461862232
-0.0049387500000000004,2.9031263756372891,2.4643542040383419
-0.0049375,2.9034620888128431,2.4670362883341048
-0.0049362499999999997,2.9054763678661595,2.4656952461862232
-0.0049350000000000002,2.9074906469194746,2.4656952461862232
-0.0049337499999999998,2.9084977864461323,2.4670362883341048
-0.0049325000000000003,2.9108477786750009,2.4667010277971344
-0.0049312499999999999,2.9111834918505535,2.4693831120928977
-0.0049300000000000004,2.9135334840794211,2.4683773304819869
-0.00492875,2.9148763367816324,2.4700536331668386
-0.0049274999999999996,2.9168906158349484,2.4697183726298682
-0.0049262500000000001,2.9172263290105009,2.4697183726298682
-0.0049249999999999997,2.919912034414923,2.4710594147777498
-0.0049237500000000002,2.921590600292685,2.4707241542407794
-0.0049224999999999998,2.9225977398193432,2.4710594147777498
-0.0049212500000000003,2.9242763056971062,2.4727357174626019
-0.0049199999999999999,2.9269620111015273,2.4720651963886611
-0.0049187500000000004,2.9269620111015273,2.4734062385365423
-0.0049175,2.9286405769792907,2.4734062385365427
-0.0049162499999999996,2.9319977087348161,2.4734062385365427
-0.0049150000000000001,2.9303191428570536,2.4734062385365427
-0.0049137499999999997,2.9350191273147908,2.474076759610484
-0.0049125000000000002,2.9346834141392382,2.4747472806844244
-0.0049112499999999998,2.9373691195436589,2.474412020147454
-0.0049100000000000003,2.9373691195436589,2.4764235833692756
-0.0049087499999999999,2.9393833985969748,2.4757530622953356
-0.0049075000000000004,2.9410619644747369,2.4770941044432173
-0.00490625,2.9424048171769486,2.4784351465910994
-0.0049049999999999996,2.9437476698791594,2.4764235833692774
-0.0049037500000000001,2.9444190962302645,2.4787704071280698
-0.0049024999999999997,2.9477762279857909,2.4784351465910994
-0.0049012500000000002,2.9491190806880012,2.4787704071280698
-0.0048999999999999998,2.9491190806880012,2.4774293649801882
-0.0048987500000000003,2.9524762124435262,2.4801114492759502
-0.0048974999999999999,2.9524762124435275,2.4804467098129219
-0.0048962500000000004,2.9554976310234999,2.4817877519608031
-0.004895,2.956504770550159,2.4804467098129219
-0.0048937499999999997,2.9575119100768177,2.4814524914238327
-0.0048925000000000001,2.9588547627790276,2.4807819703498923
-0.0048912499999999998,2.9608690418323436,2.4831287941086853
-0.0048900000000000002,2.960533328656791,2.4831287941086853
-0.0048887499999999999,2.9642261735878699,2.4831287941086853
-0.0048875000000000004,2.9632190340612126,2.4824582730347449
-0.00488625,2.9672475921678436,2.4848050967935373
-0.0048849999999999996,2.9672475921678445,2.4851403573305078
-0.0048837500000000001,2.9689261580456066,2.4854756178674782
-0.0048824999999999997,2.9709404370989225,2.4848050967935382
-0.0048812500000000002,2.9709404370989225,2.4864813994783894
-0.0048799999999999998,2.9736261425033437,2.4868166600153598
-0.0048787500000000003,2.974968995205554,2.4868166600153598
-0.0048774999999999999,2.9759761347322122,2.486146138941419
-0.0048762500000000004,2.9773189874344221,2.488828223237181
-0.004875,2.9796689796632911,2.4884929627002119
-0.0048737499999999996,2.9810118323655015,2.4884929627002124
-0.0048725000000000001,2.9810118323655015,2.4891634837741528
-0.0048712499999999997,2.9840332509454752,2.4894987443111232
-0.0048700000000000002,2.9836975377699226,2.4898340048480936
-0.0048687499999999998,2.985040390472133,2.490169265385064
-0.0048675000000000003,2.9877260958765528,2.4911750469959748
-0.0048662499999999999,2.9894046617543175,2.4908397864590048
-0.0048650000000000004,2.9894046617543175,2.4908397864590048
-0.00486375,2.9920903671587382,2.4928513496808278
-0.0048624999999999996,2.993433219860949,2.491845568069917
-0.0048612500000000001,2.9930975066853964,2.4941923918287094
-0.0048599999999999997,2.9961189252653702,2.4935218707547686
-0.0048587500000000002,2.9967903516164753,2.4941923918287094
-0.0048574999999999998,2.9967903516164753,2.4931866102177982
-0.0048562500000000003,3.0011546228986576,2.4948629129026494
-0.0048549999999999999,2.9988046306697913,2.4948629129026503
-0.0048537500000000004,3.0038403283030783,2.4968744761244719
-0.0048525,3.0021617624253176,2.4962039550505319
-0.0048512499999999997,3.0055188941808439,2.4965392155875028
-0.0048500000000000001,3.0055188941808439,2.497880257735384
-0.0048487499999999998,3.0082045995852651,2.497880257735384
-0.0048475000000000002,3.0085403127608177,2.4972097366614432
-0.0048462499999999999,3.0095474522874754,2.4995565604202361
-0.0048450000000000003,3.0122331576918953,2.4978802577353849
-0.00484375,3.0112260181652388,2.4995565604202361
-0.0048424999999999996,3.015590289447422,2.4992212998832661
-0.0048412500000000001,3.0139117235696595,2.5005623420311474
-0.0048399999999999997,3.0152545762718717,2.5012328631050882
-0.0048387500000000002,3.0179402816762915,2.5015681236420586
-0.0048374999999999998,3.0192831343785018,2.5012328631050882
-0.0048362500000000003,3.0209617002562652,2.5015681236420586
-0.0048349999999999999,3.0202902739051596,2.5029091657899403
-0.0048337500000000004,3.0236474056606846,2.5035796868638807
-0.0048325,3.0236474056606859,2.5045854684747924
-0.0048312499999999996,3.0253259715384497,2.5032444263269116
-0.0048300000000000001,3.0266688242406596,2.5049207290117628
-0.0048287499999999997,3.0280116769428709,2.5055912500857032
-0.0048275000000000002,3.0286831032939756,2.5045854684747924
-0.0048262499999999998,3.0303616691717385,2.5052559895487332
-0.0048250000000000003,3.0310330955228437,2.5055912500857036
-0.0048237499999999999,3.0337188009272653,2.5069322922335853
-0.0048225000000000004,3.032375948225055,2.505591250085704
-0.00482125,3.036404506331686,2.507938073844497
-0.0048199999999999996,3.0357330799805817,2.5059265106226754
-0.0048187500000000001,3.0377473590338968,2.5092791159923786
-0.0048174999999999997,3.0390902117361072,2.5086085949184378
-0.0048162500000000002,3.0390902117361072,2.5092791159923786
-0.0048149999999999998,3.0427830566671865,2.5109554186772307
-0.0048137500000000003,3.0437901961938438,2.5099496370663199
-0.0048124999999999999,3.0434544830182917,2.5109554186772307
-0.0048112500000000004,3.0447973357205016,2.5099496370663199
-0.00481,3.0464759015982654,2.5109554186772307
-0.0048087499999999997,3.0478187543004758,2.5122964608251124
-0.0048075000000000001,3.0481544674760284,2.511961200288142
-0.0048062499999999998,3.0498330333537917,2.5122964608251124
-0.0048050000000000002,3.0511758860560021,2.5133022424360236
-0.0048037499999999999,3.052854451933765,2.5122964608251124
-0.0048025000000000003,3.0518473124071077,2.514308024046934
-0.00480125,3.0538615914604232,2.5139727635099645
-0.0047999999999999996,3.055204444162634,2.5153138056578461
-0.0047987500000000001,3.0558758705137388,2.5149785451208757
-0.0047974999999999997,3.0568830100403979,2.5159843267317865
-0.0047962500000000002,3.0585615759181604,2.5153138056578461
-0.0047949999999999998,3.0578901495670547,2.5156490661948165
-0.0047937500000000003,3.0612472813225811,2.5183311504905799
-0.0047924999999999999,3.0625901340247919,2.5183311504905799
-0.0047912500000000004,3.0629258472003444,2.5176606294166395
-0.00479,3.0656115526047651,2.5190016715645207
-0.0047887499999999996,3.0642686999025561,2.5176606294166399
-0.0047875000000000001,3.0669544053069759,2.5196721926384615
-0.0047862499999999997,3.0659472657803191,2.5186664110275512
-0.0047850000000000002,3.0679615448336337,2.5203427137124024
-0.0047837499999999998,3.0693043975358445,2.5196721926384615
-0.0047825000000000003,3.0696401107113971,2.5206779742493723
-0.0047812499999999999,3.0719901029402656,2.520007453175432
-0.0047800000000000004,3.0723258161158182,2.5210132347863428
-0.00477875,3.0740043819935812,2.5226895374711953
-0.0047774999999999996,3.0729972424669247,2.5220190163972553
-0.0047762500000000001,3.0760186610468971,2.523695319082107
-0.0047749999999999997,3.0763543742224497,2.5233600585451366
-0.0047737500000000002,3.0770258005735549,2.5230247980081657
-0.0047724999999999998,3.0800472191535286,2.5243658401560478
-0.0047712500000000003,3.0793757928024239,2.5243658401560478
-0.0047699999999999999,3.0790400796268709,2.5263774033778703
-0.0047687500000000004,3.082732924557948,2.5250363612299891
-0.0047675,3.0827329245579498,2.5267126639148407
-0.0047662499999999997,3.0840757772601606,2.5263774033778708
-0.0047650000000000001,3.0844114904357127,2.5270479244518111
-0.0047637499999999998,3.0857543431379235,2.5270479244518111
-0.0047625000000000002,3.0870971958401339,2.527718445525752
-0.0047612499999999999,3.0877686221912395,2.5273831849887816
-0.0047600000000000003,3.0897829012445541,2.528053706062722
-0.00475875,3.0894471880690024,2.5290594876736336
-0.0047574999999999996,3.0907900407712137,2.5300652692845444
-0.0047562500000000001,3.091797180297871,2.5287242271366632
-0.0047549999999999997,3.0924686066489775,2.5304005298215153
-0.0047537500000000002,3.0951543120533973,2.5307357903584857
-0.0047524999999999998,3.0928043198245287,2.5324120930433378
-0.0047512500000000003,3.0978400174578185,2.5304005298215153
-0.0047499999999999999,3.093811459351187,2.5320768325063674
-0.0047487500000000004,3.098847156984474,2.5330826141172782
-0.0047475,3.098175730633371,2.5320768325063674
-0.0047462499999999996,3.1001900096866861,2.5340883957281899
-0.0047450000000000001,3.0995185833355814,2.5337531351912195
-0.0047437499999999997,3.1015328623888978,2.5337531351912195
-0.0047425000000000002,3.1025400019155551,2.5340883957281899
-0.0047412499999999998,3.1035471414422133,2.5354294378760716
-0.0047400000000000003,3.1045542809688706,2.5350941773391011
-0.0047387499999999999,3.106232846846634,2.535764698413042
-0.0047375000000000004,3.1052257073199767,2.5367704800239528
-0.00473625,3.1058971336710814,2.5347589168021307
-0.0047349999999999996,3.1075756995488453,2.5387820432457753
-0.0047337500000000001,3.10824712589995,2.5364352194869828
